id,Tale,Title,Author,Date,Format,Language,FirstPublicationLocation,Notes
903,Rapunzel,lobortis vel dapibus at,Sutherlan Karpinski,2010,Novel,English,France,curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec
904,The Ugly Duckling,ut suscipit a feugiat et,Mora Deware,1989,Novel,English,UK,arcu sed augue aliquam erat volutpat in
905,Cinderella,pharetra magna vestibulum,Rowena Jeves,1993,Short story,English,Germany,venenatis non sodales sed tincidunt eu felis fusce posuere
906,Henny Penny,adipiscing elit proin risus,Sutherland Ferry,2002,Short story,English,Germany,dui vel sem sed sagittis
907,The Princess and the Pea,in purus,Jamal Trathan,1990,Short story,English,France,
908,Hans in Luck,felis fusce posuere felis sed,Munmro Rickson,2002,Short story,English,USA,
909,Hans in Luck,tempor turpis nec euismod scelerisque,Dex Ballach,2001,Novel,English,USA,non velit nec nisi vulputate nonummy maecenas tincidunt lacus at
910,The Town Mouse and the Country Mouse,nisi venenatis tristique fusce congue diam,Madel Glennie,1999,Short story,English,UK,eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris
911,Seven Swabians,in lectus pellentesque at,Selle O'Keaveny,2012,Novel,English,Germany,congue eget semper rutrum
912,Ghost Stories,sit amet sem fusce,Killian Chieze,2002,Short story,English,UK,id luctus nec molestie sed
913,Snow White,pellentesque viverra,Laurene Isaac,2006,Short story,English,Spain,justo pellentesque viverra pede ac diam
914,The Fisherman and his Wife,primis in,Kirsten Chippendale,1984,Short story,English,Germany,feugiat et eros vestibulum ac est lacinia
915,Aesops Fables,in faucibus,Freddy Wiltsher,1998,Novel,English,Germany,ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non
916,Chicken Little,tincidunt nulla mollis molestie lorem,Cairistiona Balhatchet,2008,Short story,English,Spain,mi in porttitor pede
917,Aesops Fables,sed vel enim sit,Shaughn Imms,2009,Novel,English,Germany,sagittis nam congue risus semper porta volutpat quam pede
918,The Bremen Town Musicians,massa id,Shannan Martensen,1999,Short story,English,UK,
919,The Princess and the Pea,et magnis,Nate Surgison,1994,Short story,English,Germany,
920,Seven Swabians,volutpat eleifend donec,Galen Ambrosetti,1992,Novel,English,UK,
921,Trickster Tales,vestibulum ante ipsum primis in faucibus,Phelia Snoad,2007,Short story,English,Spain,ornare consequat lectus in est risus auctor
922,Tom Thumb,tempus vivamus in,Alison Aiskrigg,1984,Short story,English,Spain,phasellus sit amet erat nulla tempus vivamus
923,The Ugly Duckling,vestibulum proin eu mi nulla,Maxim Balstone,2004,Novel,English,France,eget semper rutrum nulla nunc
924,Jack and the Beanstalk,adipiscing molestie hendrerit at vulputate,Niel Harsum,2012,Novel,English,France,
925,Belling the Cat,sed augue aliquam erat,Burlie McMahon,2005,Novel,English,USA,
926,Henny Penny,nec condimentum neque,Paddie Tiebe,1987,Short story,English,Spain,nulla sed
927,Belling the Cat,viverra dapibus nulla,Temp Strongman,2011,Novel,English,Germany,leo pellentesque ultrices mattis odio
928,Ghost Stories,mattis odio,Bryon Ducker,1994,Short story,English,Germany,tempus semper est quam pharetra magna ac consequat metus sapien ut nunc
929,Aesops Fables,pellentesque quisque porta volutpat erat,Ileane Livoir,1969,Novel,English,USA,commodo placerat praesent blandit nam nulla integer
930,Jack and the Beanstalk,sapien urna pretium nisl ut volutpat,Merrile Mellows,2011,Novel,English,France,pharetra magna ac
931,The Fisherman and his Wife,eget congue,Clemmie Amesbury,1988,Short story,English,Spain,donec quis orci eget orci vehicula condimentum curabitur in libero
932,Hansel and Gretel,a odio,Talia Agronski,1994,Short story,English,USA,vestibulum ac est
933,Seven Swabians,metus arcu adipiscing molestie hendrerit at,Blinnie Jakubovics,1993,Novel,English,France,
934,The Teeny Tiny Woman,ultrices posuere,Dino Leile,2008,Short story,English,Spain,sodales scelerisque mauris sit amet
935,The Fox and the Grapes,ultrices posuere cubilia,Dorie Morch,2002,Novel,English,France,metus arcu adipiscing molestie hendrerit at
936,The Bremen Town Musicians,aliquet massa id lobortis,Bryant Cicetti,1994,Novel,English,Germany,vulputate elementum nullam
937,Fractured Fairy Tales,pede venenatis,Leona Kemmet,1994,Novel,English,Spain,eros viverra eget congue eget semper rutrum
938,Hans in Luck,augue vel accumsan tellus,Natalee Livock,1994,Short story,English,Germany,condimentum id luctus nec molestie sed justo
939,Fractured Fairy Tales,lectus pellentesque eget,Tiphanie Sikorski,2007,Novel,English,France,
940,The Bremen Town Musicians,nulla quisque arcu,Ludvig Sheppey,1993,Short story,English,France,iaculis justo in hac habitasse platea dictumst
941,The Princess and the Pea,in tempor turpis nec euismod scelerisque,Genvieve Avo,1994,Short story,English,USA,nunc proin at turpis a pede posuere
942,Rapunzel,sapien arcu,Arv Mellenby,1994,Novel,English,UK,quis orci eget orci
943,The Princess and the Pea,ipsum primis in faucibus orci luctus,Lucie Larvor,1996,Novel,English,Germany,est congue elementum in hac habitasse platea dictumst morbi
944,Rapunzel,malesuada in imperdiet et commodo,Sheryl Edgworth,1995,Novel,English,USA,erat curabitur gravida nisi at nibh in
945,Gingerbread Man,erat vestibulum,Shalom Blanque,1996,Short story,English,UK,felis eu sapien cursus
946,Belling the Cat,lectus suspendisse potenti,Brennen Burmingham,2006,Short story,English,UK,sapien quis libero nullam sit amet
947,The Grasshopper and the Ants,etiam pretium iaculis justo in,Sammy Girardin,1998,Short story,English,France,
948,Aesops Fables,rutrum neque aenean,Jori Jeannin,1996,Short story,English,Spain,varius nulla facilisi
949,Ghost Stories,lectus suspendisse potenti in eleifend quam,Philippine Rispine,2006,Novel,English,Spain,varius ut
950,Trickster Tales,nec nisi volutpat eleifend,Mathe Myerscough,2008,Novel,English,USA,
951,Stone Soup,sit amet consectetuer adipiscing,Kalinda Canceller,1997,Novel,English,France,est et tempus semper est quam pharetra
952,Puss in Boots,quis turpis eget,Edythe Abrahami,2010,Short story,English,USA,diam in magna bibendum imperdiet nullam orci pede venenatis non
953,Fractured Fairy Tales,vel augue vestibulum,Norman Twyford,2006,Novel,English,USA,nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam
954,Brer Rabbit,placerat praesent blandit nam,Theobald Ghilardi,1993,Short story,English,USA,nunc proin
955,Stone Soup,libero rutrum ac,Rici Fortin,1997,Short story,English,UK,sapien non mi integer ac neque duis
956,Aesops Fables,dolor quis odio consequat varius,Rozelle Twiname,1992,Short story,English,Germany,libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit
957,Snow White,posuere cubilia,Kimmi Geroldini,1995,Short story,English,Spain,lobortis ligula sit amet eleifend pede
958,Snow White,in magna bibendum,Maybelle Arnefield,2010,Short story,English,France,sed interdum venenatis turpis enim blandit mi in
959,The Lion and the Mouse,platea dictumst etiam faucibus cursus,Junie Jinkinson,1995,Novel,English,France,
960,Stone Soup,pellentesque ultrices mattis odio donec,Brade Scroggie,2004,Short story,English,France,cubilia curae duis faucibus
961,Tom Thumb,et ultrices posuere,Wiatt Klisch,2008,Short story,English,USA,
962,The Grasshopper and the Ants,ut tellus,Tonie Goodband,2004,Novel,English,USA,ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam
963,Henny Penny,potenti cras,Livvyy Drissell,2010,Short story,English,UK,pede venenatis non sodales sed tincidunt eu
964,The Grasshopper and the Ants,tincidunt lacus,Koo Hanning,2000,Novel,English,Germany,hendrerit at vulputate vitae nisl aenean lectus pellentesque
965,Snow White,mauris sit,Dewey Tuerena,1998,Novel,English,France,lacinia eget tincidunt eget
966,Fractured Fairy Tales,dictumst maecenas ut,Oralee Ephson,2011,Short story,English,UK,nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper
967,Ghost Stories,nullam varius nulla facilisi,Tony Gocke,1993,Short story,English,Germany,quis justo maecenas rhoncus aliquam lacus
968,The Fisherman and his Wife,sit amet consectetuer adipiscing elit proin,Cornall Brambley,1999,Short story,English,Spain,amet turpis elementum ligula vehicula consequat
969,Hansel and Gretel,est et tempus,Odette Sanchiz,2005,Short story,English,France,ut massa volutpat convallis morbi odio odio elementum eu
970,The Ugly Duckling,pretium nisl,Beverley Craze,1992,Short story,English,USA,dui luctus rutrum nulla tellus in sagittis dui vel nisl duis
971,Cinderella,augue vel accumsan tellus,Gabbi Issatt,2008,Novel,English,USA,
972,The Bremen Town Musicians,eget rutrum at lorem,Teodor Sedgebeer,2001,Novel,English,Spain,elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy
973,Rapunzel,pede ullamcorper augue a suscipit nulla,Noelani Geistmann,1994,Novel,English,USA,
974,The Princess and the Pea,aliquam convallis nunc,Addia Dreamer,2010,Short story,English,Spain,venenatis non sodales sed tincidunt
975,The Princess and the Pea,in imperdiet et,Kareem Kleinplatz,1995,Novel,English,USA,
976,The Grasshopper and the Ants,elementum pellentesque quisque,Winona McVeagh,1991,Short story,English,Spain,nec nisi vulputate
977,Goldilocks and the Three Bears,cursus urna,Mychal Stringfellow,1993,Novel,English,Germany,
978,The Grasshopper and the Ants,aliquam augue quam,Douglas Mc Curlye,2003,Short story,English,UK,ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut
979,The Fisherman and his Wife,tincidunt eget tempus,Roseanne Ivanilov,2010,Novel,English,UK,
980,Little Red Riding Hood,euismod scelerisque quam turpis adipiscing lorem,Gwyn Matyushonok,2013,Novel,English,Germany,
981,The Town Mouse and the Country Mouse,in faucibus orci luctus et,Dominique Pavis,2009,Short story,English,France,turpis elementum ligula vehicula consequat
982,Henny Penny,posuere cubilia curae donec,Anni Pittson,1999,Novel,English,USA,integer ac neque duis bibendum morbi non quam nec dui
983,Little Red Riding Hood,auctor sed tristique,Devondra Caccavale,1994,Novel,English,Spain,sagittis nam congue risus
984,Goldilocks and the Three Bears,in purus eu magna vulputate,Hodge Pilling,2008,Short story,English,USA,
985,Tom Thumb,nulla sed accumsan felis,Alexio Whitelock,1994,Short story,English,USA,
986,Cinderella,cursus urna ut tellus,Prisca Cowen,1989,Novel,English,Spain,volutpat quam pede
987,Chicken Little,est congue,Sheffield Murcott,2005,Novel,English,France,sapien non mi integer ac neque duis bibendum morbi
988,Cinderella,lorem vitae,Michel Bamber,2004,Short story,English,Spain,tincidunt nulla mollis
989,Little Red Riding Hood,nam nulla integer pede justo,Friedrick Charman,2003,Short story,English,UK,
990,Jack and the Beanstalk,pretium quis lectus suspendisse potenti in,Arlen Chesterman,2011,Short story,English,USA,sit amet eros suspendisse accumsan
991,Little Red Riding Hood,id lobortis convallis tortor,Eveline Beaufoy,2011,Short story,English,USA,nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim
992,Tom Thumb,eu nibh quisque id,Serena Liddyard,2002,Novel,English,USA,ut nulla sed accumsan felis ut at dolor quis odio
993,Goldilocks and the Three Bears,ut suscipit a,Seth Mailey,2008,Short story,English,Germany,amet erat
994,Fractured Fairy Tales,in hac habitasse platea dictumst,Merle Wooderson,1998,Short story,English,UK,tempus semper est
995,Puss in Boots,mauris eget massa,Jordana Stivens,1987,Short story,English,France,erat curabitur gravida nisi at nibh
996,The Bremen Town Musicians,purus phasellus in,Ruby Lowdham,2001,Novel,English,France,morbi non lectus aliquam sit
997,Goldilocks and the Three Bears,rutrum at lorem integer,Trev Giacobbo,2009,Short story,English,Spain,massa id lobortis convallis tortor risus
998,The Bremen Town Musicians,cubilia curae,Jarvis Rollings,2001,Novel,English,USA,a pede posuere nonummy integer
999,The Bremen Town Musicians,quisque id justo sit,Karlen Nystrom,2004,Short story,English,Spain,enim lorem ipsum dolor sit amet consectetuer adipiscing
1000,The Fox and the Grapes,morbi a ipsum integer a nibh,Casandra Videneev,2001,Short story,English,Germany,leo odio condimentum id luctus nec molestie sed justo pellentesque viverra
